"date","new_cases","PCR","TestAc","activos","hospitalized","hospitalized_new","hospitalized_accumulated","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","cases_14days","cases_7days","cases_PCR_14days","cases_PCR_7days","daily_cases","daily_cases_avg7","daily_cases_PCR","daily_cases_PCR_avg7","daily_deaths","daily_deaths_inc","daily_deaths_avg3","daily_deaths_avg7","deaths_last_week"
2020-11-14,6293,2563,1493133,5022,16379,76516,70028,2884,52691,1576173,1027374,3971,248266,115889,29297,58575,13883,16555.6,5983,8367.9,267,0.5,334.3,339.1,2374
2020-11-15,2749,1595,1503460,8851,16755,76528,70149,2622,52957,1584985,1031021,4115,241897,112918,70925,56529,8812,16131.1,3647,8075.6,266,0.5,304,338.6,2370
2020-11-16,3561,2824,1514583,8452,16966,77045,70346,2950,53257,1597680,1038550,4244,236895,110181,68257,55503,12695,15740.1,7529,7929,300,0.6,277.7,336.9,2358
2020-11-17,5814,3114,1530150,8207,16529,77680,70538,2930,53676,1611088,1045751,4367,229772,104981,119681,52524,13408,14997.3,7201,7503.4,419,0.8,328.3,337.6,2363
2020-11-18,6076,3114,1545470,22571,15979,78084,78474,2908,54035,1625650,1052788,4453,224426,101212,114757,49653,14562,14458.9,7037,7093.3,359,0.7,359.3,335.3,2347
2020-11-19,6384,2817,1560428,21734,15367,78651,78689,2868,54378,1640636,1059734,4550,219069,96815,110076,47172,14986,13830.7,6946,6738.9,343,0.6,373.7,333.3,2333
2020-11-20,5629,2540,1573994,17123,14666,79046,78854,2339,54738,1654570,1065933,4600,211861,92280,104519,44542,13934,13182.9,6199,6363.1,360,0.7,354,330.6,2314
2020-11-21,4620,1776,1583756,15358,14167,79039,78983,2786,54985,1665522,1069940,4639,205238,89349,101141,42566,10952,12764.1,4007,6080.9,247,0.5,316.7,327.7,2294
2020-11-22,1994,1343,1591057,20090,14386,79046,79104,2518,55187,1672074,1072838,4699,200007,87089,98346,41817,6552,12441.3,2898,5973.9,202,0.4,269.7,318.6,2230
2020-11-23,2875,1782,1601133,16017,14259,79477,79290,2766,55541,1680225,1077467,4815,192726,82545,94420,38917,8151,11792.1,4629,5559.6,354,0.6,267.7,326.3,2284
2020-11-24,4784,2322,1613989,15212,13625,80025,79508,2699,55861,1691575,1082440,4928,185468,80487,89213,36689,11350,11498.1,4973,5241.3,320,0.6,292,312.1,2185
2020-11-25,3953,2185,1625272,14193,12983,80438,71669,2644,56199,1701019,1087378,5038,176581,75369,84243,34590,9444,10767,4938,4941.4,338,0.6,337.3,309.1,2164
2020-11-26,4148,2303,1636787,13412,12439,80714,79850,2627,56518,1712953,1092441,5137,169132,72317,79879,32707,11934,10331,5063,4672.4,319,0.6,325.7,305.7,2140
2020-11-27,3806,2128,1648721,12626,11793,81034,80024,2558,56823,1723212,1097524,5313,160922,68642,76133,31591,10259,9806,5083,4513,305,0.5,320.7,297.9,2085
2020-11-28,3267,1361,1657982,11415,11570,80998,80164,2523,57059,1731118,1100902,5362,154945,65596,73528,30962,7906,9370.9,3378,4423.1,236,0.4,286.7,296.3,2074
2020-11-29,1570,1305,1664471,16164,11798,81018,80280,2211,57260,1736097,1103127,5374,151112,64023,72106,30289,4979,9146.1,2225,4327,201,0.4,247.3,296.1,2073
2020-11-30,1861,1523,1673470,15631,11816,81342,80494,2468,57485,1742229,1106901,5472,144549,62004,68351,29434,6132,8857.7,3774,4204.9,225,0.4,220.7,277.7,1944
2020-12-01,3889,1945,1682673,15149,11317,81607,80691,2415,57812,1750290,1111561,5562,139202,58715,65810,29121,8061,8387.9,4660,4160.1,327,0.6,251,278.7,1951
2020-12-02,3667,2229,1692568,14785,10806,81837,80858,2349,58093,1760560,1116318,5601,134910,59541,63530,28940,10270,8505.9,4757,4134.3,281,0.5,277.7,270.6,1894
2020-12-03,3799,1921,1702755,14507,10465,81969,80974,2299,58401,1769616,1120413,5627,128980,56663,60679,27972,9056,8094.7,4095,3996,308,0.5,305.3,269,1883
2020-12-04,3337,1873,1711072,10015,9953,82237,81152,2235,58643,1777925,1124299,5717,123355,54713,58366,26775,8309,7816.1,3886,3825,242,0.4,277,260,1820
2020-12-05,1857,1043,1718074,9898,9661,82236,81243,1856,58830,1783083,1126389,5736,117561,51965,56449,25487,5158,7423.6,2090,3641,187,0.3,245.7,253,1771
2020-12-06,1127,667,1723312,9836,9763,82257,81370,1844,58989,1786526,1127843,5786,114452,50429,55005,24716,3443,7204.1,1454,3530.9,159,0.3,196,247,1729
2020-12-07,3403,2479,1729942,9423,9735,82288,81491,2122,59213,1794659,1131974,5807,114434,52430,54507,25073,8133,7490,4131,3581.9,224,0.4,190,246.9,1728
2020-12-08,1159,796,1738188,13216,9853,82279,81626,1783,59384,1798001,1133551,5842,106426,47711,51111,21990,3342,6815.9,1577,3141.4,171,0.3,184.7,224.6,1572
2020-12-09,2970,2141,1745170,12375,9749,82510,81814,2067,59655,1806372,1138452,5976,105353,45812,51074,22134,8371,6544.6,4901,3162,271,0.5,222,223.1,1562
2020-12-10,3875,2005,1756015,13025,9571,82710,82002,2011,59951,1815727,1143458,6054,102774,46111,51017,23045,9355,6587.3,5006,3292.1,296,0.5,246,221.4,1550
2020-12-11,3914,2146,1765020,8300,9237,82930,82222,1991,60178,1825950,1149138,6103,102738,48025,51614,24839,10223,6860.7,5680,3548.4,227,0.4,264.7,219.3,1535
2020-12-12,1921,1187,1772750,8610,9078,82934,82329,1662,60324,1831659,1151692,6129,100541,48576,50790,25303,5709,6939.4,2554,3614.7,146,0.2,223,213.4,1494
2020-12-13,1160,966,1778324,13832,9331,82960,82438,1656,60434,1836020,1153449,6194,99923,49494,50322,25606,4361,7070.6,1757,3658,110,0.2,161,206.4,1445
2020-12-14,3558,2953,1787376,13650,9459,83171,82640,1929,60683,1846596,1159627,6237,104367,51937,52726,27653,10576,7419.6,6178,3950.4,249,0.4,168.3,210,1470
2020-12-15,4983,2482,1801235,13589,9272,83885,82852,1888,60985,1857688,1112595,6286,107398,59687,1034,-20956,11092,8526.7,-47032,-2993.7,302,0.5,220.3,228.7,1601
2020-12-16,4084,2648,1813448,13648,9179,83504,83034,1836,61216,1868588,1118532,6327,108028,62216,2214,-19920,10900,8888,5937,-2845.7,231,0.4,260.7,223,1561
2020-12-17,3996,2773,1826410,13725,9012,83685,83239,1812,61404,1879248,1124096,6339,109632,63521,3683,-19362,10660,9074.4,5564,-2766,188,0.3,240.3,207.6,1453
2020-12-18,4032,2518,1839453,8127,8786,83827,83459,1792,61647,1890074,1129674,6365,112149,64124,5375,-19464,10826,9160.6,5578,-2780.6,243,0.4,220.7,209.9,1469
2020-12-19,3573,1417,1849566,8294,8761,83817,83600,1504,61819,1897646,1132226,6366,114563,65987,5837,-19466,7572,9426.7,2552,-2780.9,172,0.3,201,213.6,1495
2020-12-20,1028,1022,1855058,14677,8993,83819,83749,1520,61975,1902128,1134109,6371,115602,66108,6266,-19340,4482,9444,1883,-2762.9,156,0.3,190.3,220.1,1541
2020-12-21,1967,3146,1862969,14529,9325,84103,83995,1793,62190,1911639,1140879,6411,116980,65043,8905,-18748,9511,9291.9,6770,-2678.3,215,0.3,181,215.3,1507
2020-12-22,4315,2516,1872735,14569,9181,84275,84216,1751,62414,1922548,1146845,6484,124547,64860,13294,34250,10909,9265.7,5966,4892.9,224,0.4,198.3,204.1,1429
2020-12-23,4489,3289,1882479,7716,8807,84480,84409,1768,62565,1935641,1154718,6517,129269,67053,16266,36186,13093,9579,7873,5169.4,151,0.2,196.7,192.7,1349
2020-12-24,4312,1737,1889844,7829,8629,84488,8671,897,62676,1945612,1159050,6526,129885,66364,15592,34954,9971,9480.6,4332,4993.4,111,0.2,162,181.7,1272
2020-12-25,1020,755,1893536,7643,8674,84478,84711,1349,62819,1948724,1161255,4114,122774,58650,12117,31581,3112,8378.6,2205,4511.6,143,0.2,135,167.4,1172
2020-12-26,2099,1012,1897929,7637,9031,84497,84852,1742,62978,1955513,1163938,6531,123854,57867,12246,31712,6789,8266.7,2683,4530.3,159,0.3,137.7,165.6,1159
2020-12-27,1211,753,1902770,14718,9245,84516,85010,1444,63116,1960360,1166701,6540,124340,58232,13252,32592,4847,8318.9,2763,4656,138,0.2,146.7,163,1141
2020-12-28,3604,4544,1909534,15054,9587,84675,85270,1864,63435,1974638,1177665,6590,128042,62999,18038,36786,14278,8999.9,10964,5255.1,319,0.5,205.3,177.9,1245
2020-12-29,6534,3103,1918361,15416,9629,84866,85581,1868,63691,1993027,1188083,6645,135339,70479,75488,41238,18389,10068.4,10418,5891.1,256,0.4,237.7,182.4,1277
2020-12-30,5990,3686,1926893,8273,9375,85049,88156,1861,63926,2011001,1199666,6671,142413,75360,81134,44948,17974,10765.7,11583,6421.1,235,0.4,270,194.4,1361
2020-12-31,5746,2583,1934006,8579,9213,85058,11139,1260,64075,2023110,1206132,6675,143862,77498,82036,47082,12109,11071.1,6466,6726,149,0.2,213.3,199.9,1399
2021-01-01,1620,923,1938177,8500,9375,85078,86201,1393,64201,2029034,1209732,6677,138960,80310,80058,48477,5924,11472.9,3600,6925.3,126,0.2,170,197.4,1382
2021-01-02,3299,1301,1943031,7740,9904,85101,86425,1839,64348,2038957,1214169,4247,141311,83444,81943,50231,9923,11920.6,4437,7175.9,147,0.2,140.7,195.7,1370
2021-01-03,2197,1056,1948367,17754,10360,85120,86705,1485,64493,2047205,1218494,6688,145077,86845,84385,51793,8248,12406.4,4325,7399,145,0.2,139.3,196.7,1377
2021-01-04,5051,6479,1955359,16693,10933,85339,87088,2036,64765,2067947,1233613,6711,156308,93309,92734,55948,20742,13329.9,15119,7992.6,272,0.4,188,190,1330
2021-01-05,8573,4497,1965624,9334,10966,85567,8986,1662,65026,2092531,1249636,6726,169983,99504,102791,61553,24584,14214.9,16023,8793.3,261,0.4,226,190.7,1335
2021-01-06,3858,2897,1972873,18260,11280,85566,87746,1592,65218,2105517,1256952,6730,169876,94516,102234,57286,12986,13502.3,7316,8183.7,192,0.3,241.7,184.6,1292
2021-01-07,8297,4374,1980620,18439,11866,85823,90509,2123,65468,2129794,1271100,6766,184182,106684,112050,64968,24277,15240.6,14148,9281.1,250,0.4,234.3,199,1393
2021-01-08,10228,5567,1990383,10640,12288,86099,88463,2133,65754,2155931,1286889,6799,207207,126897,125634,77157,26137,18128.1,15789,11022.4,286,0.4,242.7,221.9,1553
2021-01-09,11406,2266,2000447,11325,12548,86078,91067,2112,65982,2175553,1293052,6807,220040,136596,129114,78883,19622,19513.7,6163,11269,228,0.3,254.7,233.4,1634
2021-01-10,5237,1872,2011180,20752,12991,86113,88824,1822,66168,2186301,1297921,6816,225941,139096,131220,79427,10748,19870.9,4869,11346.7,186,0.3,233.3,239.3,1675
2021-01-11,7792,8245,2023723,20997,14022,86426,91600,2361,66472,2216225,1316067,6858,241587,148278,138402,82454,29924,21182.6,18146,11779.1,304,0.5,239.3,243.9,1707
2021-01-12,11989,5476,2038601,22091,14577,86660,92069,2433,66808,2244008,1331146,6941,250981,151477,143063,81510,27783,21639.6,15079,11644.3,336,0.5,275.3,254.6,1782
2021-01-13,12518,6048,2051847,23521,15092,86909,92610,2519,67095,2276796,1348181,6967,265795,171279,148515,91229,32788,24468.4,17035,13032.7,287,0.4,309,268.1,1877
2021-01-14,13883,6664,2065376,24810,15769,87190,93143,2628,67381,2311743,1365700,7002,288633,181949,159568,94600,34947,25992.7,17519,13514.3,286,0.4,303,273.3,1913
2021-01-15,15699,6396,2076828,15461,16226,87411,93666,2721,67699,2349740,1384329,7030,320706,193809,174597,97440,37997,27687,18629,13920,318,0.5,297,277.9,1945
2021-01-16,15146,2664,2086787,16377,17236,87415,91621,2685,67946,2377268,1392808,7039,338311,201715,178639,99756,27528,28816.4,8479,14250.9,247,0.4,283.7,280.6,1964
2021-01-17,7808,1932,2094750,26712,18531,87442,92050,2807,68195,2396034,1399020,7078,348829,209733,180526,101099,18766,29961.9,6212,14442.7,249,0.4,271.3,289.6,2027
2021-01-18,8874,10528,2105825,26837,19865,87804,95194,3063,68641,2430128,1421243,7118,362181,213903,187630,105176,34094,30557.6,22223,15025.1,446,0.7,314,309.9,2169
2021-01-19,15974,5638,2119910,17596,20860,88116,95867,3170,69088,2466197,1440120,7165,373666,222189,190484,108974,36069,31741.3,18877,15567.7,447,0.7,380.7,325.7,2280
2021-01-20,18366,6318,2133976,28161,21551,88519,96588,3322,69559,2507256,1458668,7197,401739,230460,201716,110487,41059,32922.9,18548,15783.9,471,0.7,454.7,352,2464
2021-01-21,16701,6556,2147472,19086,22490,88854,97266,3437,70033,2546866,1476961,7241,417072,235123,205861,111261,39610,33589,18293,15894.4,474,0.7,464,378.9,2652
2021-01-22,16773,6913,2161445,20096,22949,89212,97948,3595,70528,2588951,1496483,7325,433020,239211,209594,112154,42085,34173,19522,16022,495,0.7,480,404.1,2829
2021-01-23,13418,2556,2172141,20788,23853,89216,95698,3536,70920,2616235,1504802,7359,440682,238967,211750,111994,27284,34138.1,8319,15999.1,392,0.6,453.7,424.9,2974
2021-01-24,10220,1853,2181695,21117,24906,89271,96218,3629,71266,2638231,1510758,7385,451930,242197,212837,111738,21996,34599.6,5956,15962.6,346,0.5,411,438.7,3071
2021-01-25,13664,9799,2195980,20411,25899,89879,99465,3950,71819,2676251,1531288,4733,460026,246123,215221,110045,38020,35160.4,20530,15720.7,553,0.8,430.3,454,3178
2021-01-26,17364,5419,2212405,30983,25989,90470,100123,4047,72363,2714029,1547994,7544,470021,247832,216848,107874,37778,35404.6,16706,15410.6,544,0.8,481,467.9,3275
2021-01-27,16797,6041,2228341,30598,25970,90913,100773,4142,72951,2751441,1564623,7582,474645,244185,216442,105955,37412,34883.6,16629,15136.4,588,0.8,561.7,484.6,3392
2021-01-28,14143,5958,2246110,30137,26016,91389,101365,4228,73477,2784136,1581062,4843,472393,237270,215362,104101,32695,33895.7,16439,14871.6,526,0.7,552.7,492,3444
2021-01-29,14136,5300,2260834,21921,25662,91858,101968,4351,74032,2819468,1596338,4895,469728,230517,212009,99855,35332,32931,15276,14265,555,0.8,556.3,500.6,3504
2021-01-30,13336,1891,2272963,22213,25918,91922,99553,4161,74515,2845578,1602816,4954,468310,229343,210008,98014,26110,32763.3,6478,14002,483,0.7,521.3,513.6,3595
2021-01-31,7392,1569,2284623,29685,26810,91929,99880,4222,74924,2864558,1607031,4977,468524,226327,208011,96273,18980,32332.4,4215,13753.3,409,0.5,482.3,522.6,3658
2021-02-01,10545,7320,2298357,29000,26965,92506,103274,4494,75470,2894156,1622421,5029,464028,217905,201178,91133,29598,31129.3,15390,13019,546,0.7,479.3,521.6,3651
2021-02-02,13133,4063,2315571,28703,26277,93146,103916,4462,76058,2922025,1634287,5084,455828,207996,194167,86293,27869,29713.7,11866,12327.6,588,0.8,514.3,527.9,3695
2021-02-03,9988,4265,2331191,20662,25443,93669,104440,4471,76574,2947448,1645826,5197,440192,196007,187158,81203,25423,28001,11539,11600.4,516,0.7,550,517.6,3623
2021-02-04,9247,2689,2347085,27619,24890,94088,104964,4251,77093,2971942,1655118,5245,425076,187806,178157,74056,24494,26829.4,9292,10579.4,519,0.7,541,516.6,3616
2021-02-05,10270,3316,2362803,19944,23866,94504,105480,4402,77686,2997942,1666716,5269,408991,178474,170233,70378,26000,25496.3,11598,10054,593,0.8,542.7,522,3654
2021-02-06,6199,1177,2372929,19666,23058,94499,102814,4156,78117,3015664,1670481,5311,399429,170086,165679,67665,17722,24298,3765,9666.4,431,0.6,514.3,514.6,3602
2021-02-07,4057,989,2383623,25917,23585,94491,103071,4140,78451,3025284,1672894,5344,387053,160726,162136,65863,9620,22960.9,2413,9409,334,0.4,452.7,503.9,3527
2021-02-08,4438,3916,2396378,18223,23019,94975,106558,4303,78921,3041598,1681911,5455,365347,147442,150623,59490,16314,21063.1,9017,8498.6,470,0.6,411.7,493,3451
2021-02-09,7314,2636,2410309,23478,21814,95477,107018,4267,79424,3058220,1686556,5522,344191,136195,138562,52269,16622,19456.4,4645,7467,503,0.6,435.7,480.9,3366
2021-02-10,5790,2586,2424671,22420,20731,95990,107370,4191,79923,3073979,1693699,5563,322538,126531,129076,47873,15759,18075.9,7143,6839,499,0.6,490.7,478.4,3349
2021-02-11,5614,2373,2438648,21506,19649,96385,107682,4110,80440,3089240,1700220,5610,305104,117298,119158,45102,15261,16756.9,6521,6443.1,517,0.6,506.3,478.1,3347
2021-02-12,4316,2105,2450185,15644,18395,96703,114811,4025,80909,3102703,1706556,5647,283235,104761,110218,39840,13463,14965.9,6336,5691.4,469,0.6,495,460.4,3223
2021-02-13,4318,943,2459112,15423,17745,96701,105249,3747,81299,3112580,1709144,5662,267002,96916,106328,38663,9877,13845.1,2588,5523.3,390,0.5,458.7,454.6,3182
2021-02-14,2515,742,2466693,14940,17856,96739,105411,3734,81517,3118852,1710885,5709,254294,93568,103854,37991,6272,13366.9,1741,5427.3,218,0.3,359,438,3066
2021-02-15,2036,2364,2476667,13806,17272,97170,108849,3878,81899,3128131,1716825,5788,233975,86533,94404,34914,9279,12361.9,5940,4987.7,382,0.5,330,425.4,2978
2021-02-16,3886,1830,2487971,17451,16093,97601,109137,3742,82336,3138312,1722411,5856,216287,80092,88124,35855,10181,11441.7,5586,5122.1,437,0.5,345.7,416,2912
2021-02-17,3370,1893,2499705,12201,15090,97999,109379,3649,82699,3148376,1727572,5931,200928,74397,81746,33873,10064,10628.1,5161,4839,363,0.4,394,396.6,2776
2021-02-18,4790,1803,2510217,15305,14163,98263,109650,3568,83090,3159766,1732543,5962,187824,70526,77425,32323,11390,10075.1,4971,4617.6,391,0.5,397,378.6,2650
2021-02-19,3418,1593,2520499,11029,13162,98797,109883,3442,83381,3170178,1737295,5993,172236,67475,70579,30739,10412,9639.3,4752,4391.3,291,0.4,348.3,353.1,2472
2021-02-20,2588,909,2526840,10939,12663,98826,106876,3204,83628,3176476,1739374,5996,160812,63896,68893,30230,6298,9128,2079,4318.6,247,0.3,309.7,332.7,2329
2021-02-21,1568,623,2533494,14249,12796,98825,96333,3178,83811,3180643,1740917,6065,155359,61791,68023,30032,4167,8827.3,1543,4290.3,183,0.2,240.3,327.7,2294
2021-02-22,1399,1952,2542853,13146,12513,99168,110424,3279,84030,3187303,1745664,6184,145705,59172,63753,28839,6660,8453.1,4747,4119.9,219,0.3,216.3,304.4,2131
2021-02-23,2315,1635,2552652,12515,11796,99422,110651,3132,84337,3194586,1750244,6233,136366,56274,63688,27833,7283,8039.1,4580,3976.1,307,0.4,236.3,285.9,2001
2021-02-24,1934,1620,2563065,11856,11161,99669,110837,3005,84653,3201980,1754501,6280,128001,53604,60802,26929,7394,7657.7,4257,3847,316,0.4,280.7,279.1,1954
2021-02-25,1964,1403,2570911,11470,10648,99923,111081,2911,84902,3208716,1758239,6360,119476,48950,58019,25696,6736,6992.9,3738,3670.9,249,0.3,290.7,258.9,1812
2021-02-26,1784,1230,2578846,8256,10059,100178,111248,2706,85139,3215321,1762141,6379,112618,45143,55585,24846,6605,6449,3902,3549.4,237,0.3,267.3,251.1,1758
2021-02-27,1555,731,2585505,8228,9835,100211,108232,2685,85348,3219824,1763929,6380,107244,43348,54785,24555,4503,6192.6,1788,3507.9,209,0.2,231.7,245.7,1720
2021-02-28,1001,497,2590661,8225,9898,100207,108392,2671,85498,3222963,1765165,6414,104111,42320,54280,24248,3139,6045.7,1236,3464,150,0.2,198.7,241,1687
2021-03-01,1502,1817,2599471,9868,9575,100517,111761,2705,85687,3229258,1769483,6456,101127,41955,52658,23819,6295,5993.6,4318,3402.7,189,0.2,182.7,236.7,1657
2021-03-02,1909,1365,2608022,9456,9354,100864,112000,2629,85850,3234958,1773259,6509,96646,40372,50848,23015,5700,5767.4,3776,3287.9,163,0.2,167.3,216.1,1513
2021-03-03,1576,1419,2617638,9095,8971,101071,112217,2545,86066,3240493,1776932,6562,92117,38513,49360,22431,5535,5501.9,3673,3204.4,216,0.3,189.3,201.9,1413
2021-03-04,1739,1364,2625044,8831,8607,101324,112400,2469,86234,3246517,1780402,6592,86751,37801,47859,22163,6024,5400.1,3470,3166.1,168,0.2,182.3,190.3,1332
2021-03-05,1517,1385,2632346,6723,8230,101516,112597,2427,86447,3252979,1784236,6609,82801,37658,46941,22095,6462,5379.7,3834,3156.4,213,0.2,199,186.9,1308
2021-03-06,1282,758,2638156,6316,8127,101550,109537,2313,86582,3256891,1785856,0,80415,37067,46482,21927,3912,5295.3,1620,3132.4,135,0.2,172,176.3,1234
2021-03-07,831,572,2643286,6748,8264,101547,109656,2087,86679,3259727,1787143,6625,79084,36764,46226,21978,2836,5252,1287,3139.7,97,0.1,148.3,168.7,1181
2021-03-08,1168,1514,2652060,8244,8135,101787,113070,2294,86836,3264791,1790805,6643,77488,35533,45141,21322,5064,5076.1,3662,3046,157,0.2,129.7,164.1,1149
2021-03-09,1483,1357,2660512,8110,7923,101946,113305,2213,87047,3270296,1794438,6662,75710,35338,44194,21179,5505,5048.3,3633,3025.6,211,0.2,155,171,1197
2021-03-10,1461,1413,2669424,8314,7673,102287,102460,2163,87239,3276084,1798033,6694,74104,35591,43532,21101,5788,5084.4,3595,3014.4,192,0.2,186.7,167.6,1173
2021-03-11,1583,1426,2676808,7946,7385,102390,113693,2102,87360,3281990,1801552,6710,73274,35473,43313,21150,5906,5067.6,3519,3021.4,121,0.1,174.7,160.9,1126
2021-03-12,1507,1474,2685184,6413,7157,102638,113855,2020,87490,3287912,1805121,6771,72591,34933,42980,20885,5922,4990.4,3569,2983.6,130,0.1,147.7,149,1043
2021-03-13,1245,732,2691172,6496,7177,102660,110818,1906,87586,3291451,1806761,6780,71627,34560,42832,20905,3539,4937.1,1640,2986.4,96,0.1,115.7,143.4,1004
2021-03-14,789,547,2696567,7804,7417,102679,110956,1744,87656,3294092,1807968,6795,71129,34365,42803,20825,2641,4909.3,1207,2975,70,0.1,98.7,139.6,977
2021-03-15,1224,1860,2706079,7527,7244,102952,114334,1985,87768,3299681,1812142,6859,70423,34890,42659,21337,5589,4984.3,4174,3048.1,112,0.1,92.7,133.1,932
2021-03-16,1557,1653,2715183,7468,6994,103187,114520,1916,87952,3305360,1816287,6882,70402,35064,43028,21849,5679,5009.1,4145,3121.3,184,0.2,122,129.3,905
2021-03-17,1423,1604,2724336,7392,6813,103435,114708,1883,88096,3311340,1820252,6910,70847,35256,43320,22219,5980,5036.6,3965,3174.1,144,0.2,146.7,122.4,857
2021-03-18,1631,1691,2733094,7421,6603,103590,114876,1882,88221,3317967,1824519,6935,71450,35977,44117,22967,6627,5139.6,4267,3281,125,0.1,151,123,861
2021-03-19,1283,1544,2738482,6114,6516,103630,111857,1680,88306,3322626,1827240,6969,69647,34714,43004,22119,4659,4959.1,2721,3159.9,85,0.1,118,116.6,816
2021-03-20,1155,849,2744650,6277,6619,103685,111972,1615,88430,3326470,1829084,6973,69579,35019,43228,22323,3844,5002.7,1844,3189,124,0.1,111.3,120.6,844
2021-03-21,870,599,2750835,7525,6821,103711,112109,1612,88493,3329273,1830562,6994,69546,35181,43419,22594,2803,5025.9,1478,3227.7,63,0.1,90.7,119.6,837
2021-03-22,1278,2028,2760630,6114,6804,103893,115518,1809,88588,3335408,1835251,7063,70617,35727,44446,23109,6135,5103.9,4689,3301.3,95,0.1,94,117.1,820
2021-03-23,1463,1906,2774123,7396,6731,105575,115714,1778,88714,3342070,1840174,7109,71774,36710,45736,23887,6662,5244.3,4923,3412.4,126,0.1,94.7,108.9,762
2021-03-24,1735,1939,2782785,6224,6678,104264,115951,1727,88829,3349278,1845028,7138,73194,37938,46995,24776,7208,5419.7,4854,3539.4,115,0.1,112,104.7,733
2021-03-25,1588,1993,2793002,7497,6627,104431,116166,1724,88912,3356457,1849838,7171,74467,38490,48286,25319,7179,5498.6,4810,3617,83,0.1,108,98.7,691
2021-03-26,1704,1954,2803396,6226,6480,104604,116364,1714,89002,3364152,1854916,7203,76240,41526,49795,27676,7695,5932.3,5078,3953.7,90,0.1,96,99.4,696
2021-03-27,1375,983,2811470,6314,6656,104608,113354,1551,89077,3368850,1857208,7206,77399,42380,50447,28124,4698,6054.3,2292,4017.7,75,0.1,82.7,92.4,647
2021-03-28,1123,837,2817141,7705,6863,104629,113496,1557,89143,3372508,1859087,7230,78416,43235,51119,28525,3658,6176.4,1879,4075,66,0.1,77,92.9,650
2021-03-29,1387,2354,2826208,7442,6968,104820,116950,1731,89256,3379661,1864530,7310,79980,44253,52388,29279,7153,6321.9,5443,4182.7,113,0.1,84.7,95.4,668
2021-03-30,1821,2043,2834587,7616,6894,104979,117215,1709,89353,3386519,1869920,7327,81159,44449,53633,29746,6858,6349.9,5390,4249.4,97,0.1,92,91.3,639
2021-03-31,1991,2131,2843530,6329,6792,105176,117453,1460,89452,3395736,1875817,7374,84396,46458,55565,30789,9217,6636.9,5897,4398.4,99,0.1,103,89,623
2021-04-01,1861,1859,2849807,6457,6880,105212,114460,1442,89532,3400706,1879598,7380,82739,44249,55079,29760,4970,6321.3,3781,4251.4,80,0.1,92,88.6,620
2021-04-02,1404,954,2855239,6362,7165,105235,114634,1548,89601,3403987,1881889,7391,81361,39835,54649,26973,3281,5690.7,2291,3853.3,69,0.1,82.7,85.6,599
2021-04-03,1464,1416,2861785,6489,7431,105278,118058,1503,89689,3412201,1885029,7392,85731,43351,55945,27821,8214,6193,3140,3974.4,88,0.1,79,87.4,612
2021-04-04,1396,924,2868331,6640,7802,105312,115043,1609,89733,3415561,1887435,7413,86288,43053,56873,28348,3360,6150.4,2406,4049.7,44,0,67,84.3,590
2021-04-05,1622,1296,2874513,7875,8047,105426,118560,1750,89843,3422736,1892083,7443,87328,43075,56832,27553,7175,6153.6,4648,3936.1,110,0.1,80.7,83.9,587
2021-04-06,2161,2345,2883868,8787,8125,105550,118878,1867,89960,3432254,1899078,7471,90184,45735,58904,29158,9518,6533.6,6995,4165.4,117,0.1,90.3,86.7,607
2021-04-07,2307,2578,2895026,8315,8122,105669,119165,1879,90094,3442202,1905540,7515,92924,46466,60512,29723,9948,6638,6462,4246.1,134,0.1,120.3,91.7,642
2021-04-08,2665,2842,2905940,8612,8169,105883,119455,1889,90196,3453275,1912074,7532,96818,52569,62236,32476,11073,7509.9,6534,4639.4,102,0.1,117.7,94.9,664
2021-04-09,2288,2501,2916389,7351,8061,106062,119756,1906,90287,3463894,1918687,7561,99742,59907,63771,36798,10619,8558.1,6613,5256.9,91,0.1,109,98,686
2021-04-10,1881,1190,2925853,7613,8238,106046,116702,1486,90366,3470381,1921412,7567,101531,58180,64204,36383,6487,8311.4,2725,5197.6,79,0.1,90.7,96.7,677
2021-04-11,1584,941,2932742,9065,8525,106073,116886,1804,90426,3475754,1923595,7589,103246,60193,64508,36160,5373,8599,2183,5165.7,60,0.1,76.7,99,693
2021-04-12,1623,2947,2942203,9030,8574,106261,120459,1984,90532,3484785,1930100,7642,105124,62049,65570,38017,9031,8864.1,6505,5431,106,0.1,81.7,98.4,689
2021-04-13,2402,2238,2953639,9260,8543,106409,120776,1990,90596,3492769,1936237,7661,106250,60515,66317,37159,7984,8645,6137,5308.4,64,0.1,76.7,90.9,636
2021-04-14,2407,2314,2964583,9457,8474,106528,121109,1991,90697,3503113,1942285,7680,107377,60911,66468,36745,10344,8701.6,6048,5249.3,101,0.1,90.3,86.1,603
2021-04-15,2626,2508,2974804,9682,8490,106676,121394,2011,90786,3513130,1948244,7731,112424,59855,68646,36170,10017,8550.7,5959,5167.1,89,0.1,84.7,84.3,590
2021-04-16,2279,2321,2985382,8491,8350,106883,121720,2009,90872,3523550,1954529,7769,119563,59656,72640,35842,10420,8522.3,6285,5120.3,86,0.1,92,83.6,585
2021-04-17,2044,1010,2993727,8690,8542,106900,118661,1897,90939,3530040,1957224,7771,117839,59659,72195,35812,6490,8522.7,2695,5116,67,0.1,80.7,81.9,573
